loss_Adam,accuracy_Adam,loss_GD,accuracy_GD,loss_RMSprop,accuracy_RMSprop,loss_Adadelta,accuracy_Adadelta,loss_Adagrad,accuracy_Adagrad
0.1610994935035705,0.958057165145874,2.3012826442718506,0.0986142829060554,0.4010186195373535,0.9295714497566224,7.045100212097168,0.3448857069015503,1.062550663948059,0.7042571306228638
0.1582212448120117,0.9583285450935364,2.30126953125,0.0986142829060554,0.393469899892807,0.9310571551322936,6.681543827056885,0.3524428606033325,1.038981795310974,0.713100016117096
0.1593386828899383,0.9584571719169616,2.3012795448303223,0.0986142829060554,0.4126517474651336,0.9290714263916016,6.391160488128662,0.3538428544998169,1.0235180854797363,0.7183571457862854
0.1593376100063324,0.958400011062622,2.301248073577881,0.0986142829060554,0.4093907475471496,0.931342840194702,6.117103576660156,0.3584571480751037,1.0112807750701904,0.7221857309341431
0.1522265672683715,0.9598857164382936,2.3012750148773193,0.0986142829060554,0.4193395674228668,0.9318285584449768,5.862484931945801,0.3613428473472595,0.9846115112304688,0.7275571227073669
0.152820274233818,0.9600714445114136,2.30126953125,0.0986142829060554,0.4287324845790863,0.9314285516738892,5.653217792510986,0.3638571500778198,0.9812356233596802,0.7305428385734558
0.1481600701808929,0.9609857201576232,2.3012495040893555,0.0986142829060554,0.4212421178817749,0.930999994277954,5.345364093780518,0.3711285591125488,0.9611831307411194,0.7372428774833679
0.1472769677639007,0.9625142812728882,2.3012709617614746,0.0986142829060554,0.4327484369277954,0.9321285486221312,5.182178974151611,0.3725428581237793,0.9585710763931274,0.7379714250564575
0.146348774433136,0.961971402168274,2.3012661933898926,0.0986142829060554,0.4059833586215973,0.932699978351593,4.997317314147949,0.3734714388847351,0.9448652863502502,0.7423571348190308
0.1459183543920517,0.9619143009185792,2.301283836364746,0.0986142829060554,0.4175170660018921,0.9331428408622742,4.773122787475586,0.3793428540229797,0.926754355430603,0.7476285696029663
0.1452956646680832,0.9624000191688538,2.3012683391571045,0.0986142829060554,0.3988272547721863,0.9331571459770204,4.590065956115723,0.3788857161998749,0.920817494392395,0.7482571601867676
0.1419904083013534,0.9628428816795348,2.301281690597534,0.0986142829060554,0.4295306503772735,0.9330571293830872,4.404354572296143,0.3831285834312439,0.9071178436279296,0.7520856857299805
0.1433310210704803,0.9624857306480408,2.3012590408325195,0.0986142829060554,0.4112646281719208,0.9350571632385254,4.2398881912231445,0.3831857144832611,0.8938714861869812,0.7546571493148804
0.1442629694938659,0.9641428589820862,2.30124568939209,0.0986142829060554,0.4201625883579254,0.9330285787582396,4.132436752319336,0.3859142959117889,0.8876208662986755,0.7560571432113647
0.141821950674057,0.963442862033844,2.3012547492980957,0.0986142829060554,0.3941435515880584,0.9350285530090332,4.025550365447998,0.3832857012748718,0.8823073506355286,0.7601714134216309
0.1325342804193496,0.9653714299201964,2.301276683807373,0.0986142829060554,0.4184679388999939,0.9341999888420104,3.8659512996673584,0.3859857022762298,0.8719360828399658,0.7630000114440918
0.1367091536521911,0.96455717086792,2.30126953125,0.0986142829060554,0.4109600782394409,0.9359999895095824,3.69978666305542,0.3889857232570648,0.8574554920196533,0.7662000060081482
0.1350980401039123,0.964900016784668,2.3012540340423584,0.0986142829060554,0.4177163243293762,0.9343428611755372,3.619488716125488,0.3910000026226043,0.8487157225608826,0.7708142995834351
0.1394402980804443,0.9640428423881532,2.3012683391571045,0.0986142829060554,0.4021182358264923,0.9347285628318788,3.514847755432129,0.3963285684585571,0.8450351357460022,0.770799994468689
0.1342719793319702,0.9652714133262634,2.301255464553833,0.0986142829060554,0.4157459437847137,0.9352285861968994,3.381785154342652,0.3945714235305786,0.8397598266601562,0.7720142602920532
0.1314432322978973,0.9659857153892516,2.3012685775756836,0.0986142829060554,0.4040835499763489,0.9365000128746032,3.3102922439575195,0.3960428535938263,0.8347932696342468,0.7738000154495239
0.1381352096796035,0.9649142622947692,2.30124831199646,0.0986142829060554,0.4114170372486114,0.9347285628318788,3.1974730491638184,0.3949571549892425,0.8342788815498352,0.7758142948150635
0.133334144949913,0.966785728931427,2.301278591156006,0.0986142829060554,0.3959335684776306,0.9353142976760864,3.092175006866455,0.4005999863147735,0.8242588043212891,0.7764999866485596
0.1329700350761413,0.9663714170455932,2.301276445388794,0.0986142829060554,0.4095725119113922,0.937328577041626,3.013235330581665,0.3991571366786957,0.8107452392578125,0.7794428467750549
0.1292167752981186,0.9660571217536926,2.301279306411743,0.0986142829060554,0.4000410437583923,0.9348857402801514,2.958723306655884,0.4007142782211303,0.8095097541809082,0.7815999984741211
0.132153645157814,0.9662571549415588,2.301262378692627,0.0986142829060554,0.4198934435844421,0.9366142749786376,2.903937816619873,0.4015857279300689,0.7993589043617249,0.7840428352355957
0.1264706254005432,0.9672714471817015,2.3012583255767822,0.0986142829060554,0.4071976542472839,0.935957133769989,2.8125667572021484,0.402099996805191,0.785090446472168,0.7864571213722229
0.1239991635084152,0.9678142666816713,2.30127215385437,0.0986142829060554,0.400984525680542,0.9364428520202636,2.75070858001709,0.4059428572654724,0.7881929874420166,0.7883856892585754
