loss_Adam,accuracy_Adam,loss_GD,accuracy_GD,loss_RMSprop,accuracy_RMSprop,loss_Adadelta,accuracy_Adadelta,loss_Adagrad,accuracy_Adagrad
1.8313727378845213,0.6606000065803528,22667.220703125,0.098700001835823,1.5475754737854004,0.720214307308197,82.078125,0.125900000333786,8.6806001663208,0.3777999877929687
0.5596036911010742,0.8463428616523743,11.973426818847656,0.0986142829060554,0.5435020327568054,0.8711714148521423,52.88789749145508,0.1482428610324859,3.170325517654419,0.4333571493625641
0.4289449453353882,0.881600022315979,2.306356906890869,0.0986142829060554,0.4667329788208008,0.8926143050193787,40.103424072265625,0.1666571497917175,2.344496726989746,0.4538857042789459
0.3702364861965179,0.8977428674697876,2.30124831199646,0.0986142829060554,0.4437158405780792,0.902400016784668,32.58274459838867,0.1847285777330398,2.0174055099487305,0.4805857241153717
0.3349029719829559,0.9086142778396606,2.720141887664795,0.0986142829060554,0.4273933470249176,0.9093714356422424,27.669145584106445,0.1989142894744873,1.8485515117645264,0.5
0.3026805222034454,0.9171428680419922,2.301276445388794,0.0986142829060554,0.4275730848312378,0.9104142785072328,23.91415977478028,0.2128571420907974,1.7313441038131714,0.5199142694473267
0.2811342775821686,0.9231428503990172,2.3012938499450684,0.0986142829060554,0.4224523901939392,0.9137142896652222,21.255535125732425,0.2223857194185257,1.616761565208435,0.5467000007629395
0.2677294015884399,0.9285714030265808,2.301267147064209,0.0986142829060554,0.4208905696868896,0.9170428514480592,18.995370864868164,0.2342714220285415,1.5499180555343628,0.5589714050292969
0.2501550316810608,0.9334856867790222,2.3012776374816895,0.0986142829060554,0.4248152077198028,0.9177285432815552,17.267499923706055,0.2434714287519455,1.4935287237167358,0.5714428424835205
0.2330307364463806,0.936814308166504,2.301281452178955,0.0986142829060554,0.4186792969703674,0.9204999804496764,15.639726638793944,0.2582571506500244,1.43084716796875,0.5870571136474609
0.2260401993989944,0.9390000104904176,2.3012397289276123,0.0986142829060554,0.4157384037971496,0.9211285710334778,14.564678192138672,0.2630857229232788,1.396265745162964,0.5964000225067139
0.213773101568222,0.9423285722732544,2.3012773990631104,0.0986142829060554,0.4193776845932007,0.9222857356071472,13.43484115600586,0.274314284324646,1.34056293964386,0.611128568649292
0.2065395265817642,0.9437857270240784,2.3083090782165527,0.0986142829060554,0.4090477526187897,0.9229857325553894,12.498368263244627,0.2815857231616974,1.309198975563049,0.6199571490287781
0.2019222527742386,0.945800006389618,2.301276922225952,0.0986142829060554,0.4169442653656006,0.92201429605484,11.606324195861816,0.2898571491241455,1.2735631465911863,0.6307714581489563
0.18853260576725,0.9500714540481568,2.30126953125,0.0986142829060554,0.4193259477615356,0.9238571524620056,10.835811614990234,0.2970142960548401,1.2444740533828735,0.6433428525924683
0.1866546720266342,0.9506285786628724,2.3012847900390625,0.0986142829060554,0.4014425575733185,0.9246143102645874,10.261970520019531,0.3032428622245788,1.220704197883606,0.6587285995483398
0.178217664361,0.9518285989761353,14.46889591217041,0.0986142829060554,0.4116725921630859,0.925428569316864,9.651317596435549,0.312328577041626,1.19541597366333,0.6695142984390259
0.1759912967681884,0.9536714553833008,2.3012592792510986,0.0986142829060554,0.4033755362033844,0.9264000058174132,9.073763847351074,0.3162856996059418,1.1622902154922483,0.677057147026062
0.1776139289140701,0.9538714289665222,2.3012571334838867,0.0986142829060554,0.4017550945281982,0.9300000071525574,8.598132133483887,0.3278714418411255,1.1458126306533811,0.6829428672790527
0.1691913455724716,0.9558571577072144,2.3012752532958984,0.0986142829060554,0.4086163640022278,0.9287571310997008,8.182243347167969,0.3304857015609741,1.1160478591918943,0.690842866897583
0.1667047142982483,0.9563714265823364,2.3012590408325195,0.0986142829060554,0.4017015099525451,0.9302714467048644,7.7107439041137695,0.3381857275962829,1.1010757684707642,0.6959428787231445
0.1687794923782348,0.9559142589569092,2.301251173019409,0.0986142829060554,0.4134024977684021,0.9289000034332277,7.372358798980713,0.3413285613059997,1.0773640871047974,0.7022285461425781
